Calc. MW,Average Distance
284.19906,2.7394829208827485
397.98864,2.794926353455903
426.15954,2.8559238279397343
233.98231,2.903955501066068
230.18788,2.918803741487585
296.23525,2.9573229938323653
443.17638,3.075549652174381
528.18145,3.293782651672448
466.06288,3.3408563640108007
233.98225,3.4042909710194547
479.99205,3.4087702156038855
286.21481,3.4796393236664938
300.01327,3.6428011568693655
351.05926,3.6693388439853183
242.18803,3.7218513074347315
202.04451,3.760623751828556
421.28068,3.7955581397015625
432.19071,3.8085621146938125
224.17717,3.831221598787429
443.17629,3.850140438114178
341.29293,3.860700334187085
507.99719,3.8697101998539503
497.31198,3.8732622579667417
306.03055,3.92981082969993
434.19885,3.95493290426138
465.1881,3.9652713432537423
406.14352,3.9671347048369476
244.13099,3.999102007461544
348.22988,4.017501048247741
288.209,4.052445075295543
362.20128,4.101418770975976
424.28272,4.145696489258242
534.01258,4.163347790445394
458.11825,4.240016888772312
284.03567,4.243007195450939
325.26171,4.253955977646527
371.20985,4.2543935916038205
350.24552,4.287212097480725
423.3351,4.2890271521178915
309.23054,4.295277850304037
348.26636,4.309732838327403
451.14398,4.311236358786603
309.23057,4.335356067879409
357.23042,4.343385625847967
298.05433,4.355076469780947
266.18825,4.4279437468203575
475.18862,4.4785911802171485
250.98528,4.4789444289395055
330.18363,4.486229342864823
418.16273,4.516903440254132
453.1468,4.5201182620562586
460.13306,4.523609032872173
473.19098,4.527326647696325
328.24089,4.535414217376497
447.29615,4.545793728602014
242.76498,4.547353695925981
254.14929,4.56403405729195
434.11737,4.566678704915163
289.0029,4.579733058389548
388.1522,4.616304750990907
339.27731,4.644199402949628
396.29857,4.691492036685018
310.21451,4.722120883630677
373.23852,4.7492718310684126
442.12694,4.774008078026291
422.14092,4.786954029553253
426.1778,4.84591554688637
350.2225,4.8519561595130964
379.27233,4.867114254075552
294.15042,4.89062650491916
431.39749,4.894795538426023
425.21016,4.898056463674179
378.17702,4.9091077041356925
304.24024,4.9220569998285635
355.27223,4.925672041159014
354.14994,4.930320656478493
348.14943,4.931294489308924
346.25125,4.975057125418054
322.11036,4.9793395040147255
396.29855,5.0173314598869645
318.14695,5.0428090626125455
425.21046,5.059821065342545
542.0531,5.067559928998721
374.17864,5.067728544330852
202.1198,5.073476282710206
395.33977,5.086280142900583
399.25458,5.094280522247947
332.21187,5.094922340240706
365.29318,5.123345744028168
393.24931,5.129782616408003
478.10448,5.135413011204881
294.18649,5.138250818496628
326.28213,5.166709730576878
428.19316,5.177012146372307
222.16144,5.177991325439069
284.19885,5.180171607392963
258.18316,5.206315163469272
250.98538,5.216608970645685
375.25396,5.218732656632056
361.26152,5.2253422742825135
423.37124,5.23954989854581
538.00764,5.260955233476833
438.13524,5.293851202626967
451.14408,5.29573765342248
419.20397,5.323946473560481
399.96613,5.35214137910823
288.17245,5.360611389017524
357.28802,5.38652672585298
449.14651,5.3915023093567
411.23088,5.392210486972626
403.28536,5.408045435041061
406.27193,5.408118052264752
461.38694,5.409628566556305
334.28735,5.412792148316987
298.15707,5.4148417157186275
421.2383,5.420667714260347
433.21551,5.4288763897418635
454.08617,5.429126698181589
314.24601,5.446827125956484
348.26666,5.453129648050117
434.15524,5.45455837603058
462.17806,5.455729914427698
396.12508,5.456469005111748
386.24319,5.457921214567919
339.27735,5.470816873956402
420.14366,5.489127162700562
552.18195,5.49115641765243
434.33952,5.496228684595781
385.26174,5.519957331698191
409.21504,5.521835602945466
362.24588,5.522595928486009
532.01457,5.528957292045754
360.23041,5.545608348953904
380.21196,5.546480093968371
390.17273,5.551770211208403
276.06107,5.576871113355885
458.1644,5.584579930401346
404.25648,5.599699523836136
428.36138,5.672372114057736
455.16295,5.68343196635909
312.23026,5.691512819487804
398.33933,5.694312983038812
507.12118,5.707081927624429
342.17287,5.709005608995834
474.28963,5.7140008587120725
428.28902,5.719261858309971
380.2118,5.726690909736888
296.2351,5.728464546661828
338.24583,5.729273984224139
362.20949,5.757667371621429
418.32131,5.76061196147713
324.26649,5.779063240729373
356.21229,5.780378713849214
556.35634,5.796092106859846
202.03194,5.803176240924974
298.25075,5.807461486657667
408.19493,5.808292448467881
373.23849,5.811579573067144
408.19651,5.8118672895676635
313.26191,5.812482770501868
337.26192,5.813835408225011
456.12035,5.8205177224444995
210.08624,5.833539737915452
386.15461,5.849966836916039
220.86227,5.865485317579211
385.26177,5.867037191135145
332.21204,5.880402082765112
366.24053,5.883204177295909
400.26103,5.915896022582851
220.03428,5.922815629322785
314.24581,5.942222556353154
449.12835,5.944111589394865
445.99217,5.947107015780548
452.119,5.95535148261883
454.1043,5.965420663197902
404.00724,5.996309828147387
380.21193,6.000624928869779
338.24583,6.006371369373111
446.09897,6.007516156594737
361.26146,6.021333991645724
298.2511,6.024356168049492
328.22506,6.024810616283243
450.29827,6.049966362526714
362.2012,6.061203071591571
370.20456,6.076796441568405
394.17917,6.08255175667519
590.52762,6.087238203502537
214.94629,6.101747774757734
324.2665,6.1131048494842775
362.2014,6.13303402122437
514.00776,6.143276013729313
390.27737,6.146786735795885
332.19924,6.15257539575219
466.16809,6.152725544548766
412.13797,6.159397336562401
376.28522,6.164893764797748
396.20631,6.174085315399331
314.24601,6.175921563331068
311.24611,6.179091829056676
371.22275,6.180553523393775
446.14118,6.1868627455426894
338.24584,6.194098178146289
314.2457,6.231904227519563
368.18872,6.244353631352241
324.26663,6.245508563471
380.21192,6.255473068840001
436.1367,6.258175667567531
435.19872,6.279985580006918
296.23523,6.293252011303414
380.22501,6.307522006511609
342.27725,6.321543487195752
441.188,6.33049899753666
256.82928,6.333691289192504
362.24601,6.350567523052952
406.23556,6.360016510321366
538.02382,6.380742410918951
363.98917,6.3813701978953485
294.21964,6.383959534110078
380.2122,6.387181498380066
452.25404,6.388519781777808
453.1647,6.3963970946816575
344.19871,6.399454270368553
308.19874,6.400815227965093
322.17799,6.40213702720899
432.11973,6.4084681630236915
459.34807,6.411431128737941
484.13351,6.424083818587456
474.29571,6.425792938307816
356.19665,6.429498156527635
434.24347,6.438383969738486
324.26656,6.44025341080149
207.79572,6.444026479779342
361.26153,6.447179166180888
315.27756,6.46354923890891
418.12746,6.474688381217447
374.01767,6.5381182452577855
385.26177,6.5478840657654676
361.26146,6.572920313627476
315.27769,6.593534014492254
357.28804,6.594431597063213
395.22236,6.596722799354566
404.08861,6.602023845229088
457.21551,6.619565045750319
360.303,6.6257836666102445
337.26178,6.639944017992597
411.2309,6.651694785702585
473.19087,6.651697160401757
404.31686,6.65490381785582
455.16254,6.6651261190020685
375.25239,6.696076111500922
449.27714,6.700806755948501
402.27303,6.715570702037407
362.1867,6.732845072178806
454.10449,6.73996588600477
240.17214,6.792765004045525
432.11979,6.80206223637384
466.24643,6.804273997884588
338.24587,6.841778990818788
406.27176,6.8611354954707515
521.35648,6.866681599427592
487.15761,6.874791098552199
410.15233,6.87678250169804
416.18931,6.877806939866855
294.14688,6.88209234691157
318.21955,6.918136626748929
361.2615,6.922247901232673
453.16581,6.9451555179886695
268.20389,7.0039489549869
292.01461,7.014439186259206
362.18652,7.0212953134192535
448.28282,7.021450505676417
315.27751,7.044951129879855
392.29283,7.057654154744488
386.15706,7.060414093442068
456.02086,7.073556744949416
278.12968,7.15233721883325
484.23407,7.158228723116569
430.37709,7.175032883689724
396.29861,7.18699241422851
486.01037,7.194397979850082
401.27032,7.196991859628418
380.21211,7.205033658998595
455.24187,7.247963843624941
362.22252,7.277685037840356
316.21693,7.309435295807031
420.101,7.324388098801397
218.00973,7.352135414583632
479.39763,7.367548215218183
397.23793,7.38676553896948
272.23514,7.588611460104671
414.25397,7.625383264993344
314.24565,7.7884461106833385
455.16292,7.810627812209329
296.17755,7.863650912203157
555.35407,7.8895326663081855
450.29823,7.91600534659676
400.17521,7.983528178070053
434.15541,7.993924475176781
410.15546,8.053088105870541
478.16289,8.15162670995915
436.25925,8.191626220668057
398.22206,8.211908380504036
455.24119,8.222599214012737
378.15,8.235804012052501
443.20766,8.281554457994934
430.10408,8.29224506031997
398.17797,8.303736796491094
468.28545,8.801936906147956
294.21979,8.807722720934732
421.23854,9.107927306497466
244.90655,inf
289.00159,inf
270.25598,inf
237.11245,inf
296.27156,inf
415.18967,inf
330.66471,inf
378.20969,inf
252.10332,inf
438.27471,inf
329.76062,inf
375.25397,inf
337.26192,inf
332.27167,inf
241.97673,inf
352.19376,inf
373.23849,inf
373.23843,inf
374.2224,inf
422.22257,inf
406.27195,inf
365.29319,inf
337.26186,inf
228.20855,inf
252.2088,inf
300.26647,inf
373.23863,inf
330.25602,inf
256.24016,inf
375.25395,inf
334.22759,inf
282.25587,inf
222.08874,inf
298.2508,inf
375.25407,inf
306.25599,inf
408.28752,inf
397.23767,inf
230.15144,inf
382.22838,inf
270.2196,inf
438.25363,inf
382.18116,inf
416.23066,inf
356.21202,inf
488.27503,inf
438.24988,inf
334.22788,inf
358.22771,inf
313.26201,inf
356.1656,inf
490.04878,inf
348.16228,inf
256.82942,inf
266.22458,inf
418.12757,inf
584.48051,inf
314.18847,inf
314.24579,inf
286.21443,inf
318.21941,inf
228.1722,inf
313.26194,inf
470.09922,inf
396.14308,inf
316.20395,inf
384.22771,inf
306.03034,inf
304.0923,inf
480.10175,inf
392.29283,inf
404.16536,inf
558.01241,inf
388.03358,inf
320.23516,inf
363.27758,inf
280.24044,inf
360.2433,inf
416.23063,inf
394.12743,inf
250.15667,inf
362.24345,inf
398.17796,inf
510.01253,inf
362.25898,inf
312.17614,inf
421.23849,inf
310.21449,inf
334.27884,inf
245.97224,inf
380.17479,inf
242.76494,inf
462.136,inf
342.21954,inf
532.01465,inf
385.26188,inf
334.21204,inf
212.14071,inf
316.26151,inf
579.35415,inf
334.2278,inf
314.24586,inf
339.27745,inf
235.98284,inf
314.28221,inf
254.2245,inf
284.25037,inf
314.08584,inf
322.2511,inf
214.19274,inf
397.22536,inf
216.1357,inf
348.2071,inf
376.19388,inf
422.22262,inf
362.20135,inf
314.2459,inf
294.18334,inf
400.16137,inf
214.15654,inf
220.86229,inf
354.2384,inf
250.19308,inf
410.24319,inf
358.22772,inf
414.29821,inf
339.27757,inf
266.15529,inf
326.20928,inf
392.29288,inf
434.3031,inf
382.26917,inf
545.98948,inf
432.11985,inf
272.23527,inf
294.21963,inf
414.13589,inf
272.23517,inf
268.20395,inf
322.25088,inf
442.12745,inf
416.31394,inf
372.20616,inf
300.20916,inf
564.44268,inf
466.16024,inf
428.16566,inf
392.29276,inf
448.28258,inf
314.18841,inf
434.15541,inf
400.16155,inf
312.17285,inf
414.21401,inf
270.21946,inf
268.24024,inf
400.33011,inf
270.21954,inf
420.12507,inf
400.20974,inf
402.27311,inf
394.12741,inf
514.04862,inf
242.22428,inf
244.20365,inf
456.22556,inf
240.76754,inf
540.04666,inf
298.19339,inf
394.23316,inf
470.03642,inf
314.24582,inf
304.24033,inf
312.23033,inf
272.23516,inf
348.2666,inf
326.19177,inf
396.12502,inf
455.16267,inf
248.17739,inf
250.19313,inf
421.28075,inf
418.12761,inf
578.43143,inf
397.23818,inf
310.21213,inf
240.13593,inf
424.16163,inf
330.19635,inf
438.21551,inf
312.23022,inf
528.02324,inf
392.18919,inf
235.98274,inf
432.28763,inf
451.36642,inf
296.23534,inf
376.1614,inf
240.20864,inf
362.24615,inf
280.04776,inf
203.99402,inf
336.2301,inf
352.19367,inf
436.23458,inf
244.20359,inf
348.26666,inf
330.18342,inf
332.21215,inf
445.41332,inf
202.80871,inf
320.23534,inf
362.20125,inf
406.08607,inf
338.24591,inf
292.20402,inf
316.26134,inf
552.0398,inf
371.22287,inf
274.15691,inf
504.2764,inf
300.01341,inf
362.24594,inf
256.20388,inf
400.19479,inf
350.17804,inf
310.21458,inf
390.2539,inf
270.21957,inf
456.10178,inf
374.17784,inf
368.18862,inf
348.20679,inf
442.12752,inf
347.22271,inf
360.2301,inf
398.14069,inf
432.10174,inf
424.16155,inf
434.11726,inf
212.14072,inf
272.23526,inf
300.26635,inf
438.13491,inf
378.17695,inf
508.15409,inf
438.13594,inf
350.22245,inf
344.23516,inf
388.28276,inf
276.20889,inf
346.25139,inf
251.15206,inf
384.24354,inf
410.24356,inf
248.02076,inf
256.8294,inf
238.19305,inf
294.18322,inf
363.27759,inf
438.2981,inf
290.22462,inf
462.29844,inf
458.11946,inf
340.14407,inf
412.28275,inf
254.15174,inf
215.79012,inf
250.98536,inf
462.21487,inf
300.20894,inf
313.2619,inf
458.11771,inf
389.23365,inf
352.19387,inf
508.0148,inf
216.17201,inf
326.28242,inf
388.19953,inf
258.21946,inf
578.4314,inf
320.23533,inf
300.26641,inf
414.13543,inf
298.16032,inf
372.1622,inf
348.26744,inf
366.17302,inf
270.21953,inf
380.1655,inf
424.1614,inf
332.21192,inf
490.29074,inf
414.13586,inf
516.04653,inf
376.238,inf
286.25084,inf
420.12517,inf
312.23015,inf
453.16514,inf
304.24059,inf
472.09659,inf
432.10175,inf
398.17814,inf
298.25089,inf
312.23017,inf
350.17818,inf
422.2225,inf
363.27767,inf
243.18325,inf
421.2385,inf
208.01598,inf
446.19387,inf
242.22436,inf
298.25102,inf
392.29294,inf
368.21975,inf
417.18843,inf
579.35443,inf
490.29085,inf
278.15183,inf
422.16302,inf
402.15938,inf
406.18115,inf
336.23041,inf
448.28245,inf
339.27742,inf
234.16173,inf
412.13843,inf
215.14178,inf
429.88132,inf
458.16438,inf
282.2562,inf
348.26716,inf
438.29831,inf
436.23515,inf
222.85921,inf
318.21957,inf
430.08595,inf
314.18835,inf
404.25403,inf
482.24354,inf
228.20855,inf
377.31428,inf
398.17939,inf
417.18892,inf
348.16232,inf
270.21962,inf
446.20724,inf
214.15642,inf
350.20953,inf
382.26967,inf
313.26175,inf
438.21505,inf
258.1831,inf
228.20865,inf
338.24576,inf
400.16092,inf
358.21181,inf
364.2617,inf
278.18816,inf
424.16209,inf
428.25392,inf
266.14933,inf
378.23812,inf
294.25606,inf
555.35431,inf
284.27185,inf
222.16157,inf
208.14592,inf
330.1834,inf
241.97691,inf
278.15186,inf
430.18078,inf
482.11792,inf
270.21953,inf
388.25888,inf
340.26158,inf
300.17269,inf
240.13369,inf
450.29818,inf
320.23516,inf
444.12504,inf
272.23522,inf
337.26162,inf
264.04199,inf
356.21207,inf
360.22783,inf
403.28534,inf
346.25108,inf
534.01255,inf
444.12504,inf
350.17804,inf
316.21691,inf
455.16253,inf
342.21944,inf
362.20127,inf
408.2876,inf
312.23015,inf
250.19326,inf
298.25077,inf
492.04659,inf
334.21466,inf
314.24589,inf
339.2776,inf
462.29836,inf
229.16744,inf
218.05502,inf
298.19335,inf
474.08049,inf
394.28524,inf
400.16102,inf
390.25374,inf
480.22552,inf
202.03211,inf
350.20909,inf
210.16143,inf
270.21954,inf
458.24356,inf
434.11731,inf
581.37028,inf
256.24016,inf
412.25923,inf
224.02671,inf
406.08597,inf
340.20734,inf
359.30369,inf
448.28263,inf
414.29829,inf
314.24582,inf
312.23023,inf
397.23801,inf
380.21192,inf
414.29841,inf
241.97674,inf
398.17828,inf
324.1624,inf
350.17809,inf
298.2508,inf
346.25106,inf
347.22274,inf
296.23527,inf
434.15483,inf
397.23828,inf
320.23521,inf
320.23522,inf
244.16727,inf
344.2352,inf
398.22169,inf
318.21953,inf
314.18861,inf
260.82345,inf
376.16136,inf
272.19884,inf
290.07659,inf
473.17281,inf
270.25598,inf
286.71495,inf
538.04887,inf
441.17323,inf
216.17208,inf
487.98609,inf
206.16648,inf
316.26137,inf
306.25601,inf
408.2276,inf
326.12869,inf
312.23023,inf
354.34997,inf
354.23863,inf
400.19371,inf
354.19617,inf
375.99946,inf
402.21077,inf
296.17795,inf
378.17645,inf
300.20901,inf
214.19271,inf
402.34581,inf
430.08594,inf
276.17265,inf
270.21955,inf
326.22455,inf
448.0967,inf
408.28768,inf
460.19174,inf
358.28733,inf
410.15475,inf
392.16428,inf
252.20883,inf
280.24027,inf
338.20124,inf
298.2509,inf
294.21961,inf
344.23527,inf
416.15141,inf
361.26143,inf
387.2775,inf
350.17804,inf
308.27163,inf
358.28727,inf
306.256,inf
456.10178,inf
398.22235,inf
320.23517,inf
367.30865,inf
392.29288,inf
312.23017,inf
471.17513,inf
224.96131,inf
538.4963,inf
402.20937,inf
482.16411,inf
215.14175,inf
334.28728,inf
362.25895,inf
506.16466,inf
591.46192,inf
222.08879,inf
412.28268,inf
302.2243,inf
324.26657,inf
363.27753,inf
226.1928,inf
296.23515,inf
344.23514,inf
392.26959,inf
370.20415,inf
224.17715,inf
272.23528,inf
348.20679,inf
311.2462,inf
341.29302,inf
226.19287,inf
356.27169,inf
416.15139,inf
344.23522,inf
374.17796,inf
385.26182,inf
224.03522,inf
350.17797,inf
334.22758,inf
296.23514,inf
326.22462,inf
398.17796,inf
250.1931,inf
397.23871,inf
218.00986,inf
340.29775,inf
588.51187,inf
325.76521,inf
354.20947,inf
259.74024,inf
397.22357,inf
502.25986,inf
423.2963,inf
378.2094,inf
307.92354,inf
449.27837,inf
396.26428,inf
504.27647,inf
282.18083,inf
284.27158,inf
434.19668,inf
264.20901,inf
316.20411,inf
425.28322,inf
505.12336,inf
573.00883,inf
430.20966,inf
319.91221,inf
272.23536,inf
294.21968,inf
355.27235,inf
341.29302,inf
346.25096,inf
240.06669,inf
322.25092,inf
397.23806,inf
398.22235,inf
311.24621,inf
304.24023,inf
376.23797,inf
374.22249,inf
222.03154,inf
296.23509,inf
272.23525,inf
276.20892,inf
219.03797,inf
298.25076,inf
300.26645,inf
337.26161,inf
322.25092,inf
346.25088,inf
296.23523,inf
290.71019,inf
254.22448,inf
330.25603,inf
339.2776,inf
394.28539,inf
302.77663,inf
323.9804,inf
302.22462,inf
278.22456,inf
278.22457,inf
280.24019,inf
217.93229,inf
328.2405,inf
339.27754,inf
304.24029,inf
223.88122,inf
376.61218,inf
328.24037,inf
